director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,overview
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,Crime Drama Thriller,the informers,Austin Nichols Brad Renfro Lou Taylor Pucci Gregor Jordan Crime Drama Thriller,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs."
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,Action Drama History Romance War Western,one man's hero,Tom Berenger Joaquim de Almeida Mark Moses Lance Hool Action Drama History Romance War Western,"One Man's Hero tells the little-known story of the ""St. Patrick's Battalion"" or ""San Patricios,"" a group of mostly Irish and other immigrants of the Catholic faith who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican-American War. The plot centers around the personal story of John Riley, an Irishman who had been a sergeant in the American Army who is commissioned as a captain in the Mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border"
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,Action Crime Drama Thriller,i am wrath,Sam Trammell Rebecca De Mornay Amanda Schull Chuck Russell Action Crime Drama Thriller,A man is out for justice after a group of corrupt police officers are unable to catch his wife's killer.
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,Action Animation Sci-Fi Thriller,renaissance,Romola Garai Catherine McCormack Kevork Malikyan Christian Volckman Action Animation Sci-Fi Thriller,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price."
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,Drama Western,forsaken,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama Western,"John Henry returns to his hometown in hopes of repairing his relationship with his estranged father, but a local gang is terrorizing the town. John Henry is the only one who can stop them, however he has abandoned both his gun and reputation as a fearless quick-draw killer."
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,Drama Western,forsaken,Demi Moore Landon Liboiron Michael Wincott Jon Cassar Drama Western,"When a Priest discovers his wife is deathly ill, he decides to go against his faith and use his knowledge of exorcisms to possess her in order to save her life."
Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,Action Adventure Fantasy,red sonja,Ernie Reyes Jr. Brigitte Nielsen Sandahl Bergman Richard Fleischer Action Adventure Fantasy,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren."
Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,Drama Horror Mystery Thriller,red lights,Robert De Niro Toby Jones Craig Roberts Rodrigo Cortés Drama Horror Mystery Thriller,A cross-country trip turns out to be a nightmare for a troubled couple.
Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,Drama Horror Mystery Thriller,red lights,Robert De Niro Toby Jones Craig Roberts Rodrigo Cortés Drama Horror Mystery Thriller,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core."
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,Comedy,superbad,Emma Stone Joe Lo Truglio Kevin Corrigan Greg Mottola Comedy,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory."
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,Comedy,superbad,Emma Stone Joe Lo Truglio Kevin Corrigan Greg Mottola Comedy,"Contemporary Moscow. Danya, a struggling actor, has just lost his girlfriend. His troubles soon multiply when his younger brother Dima shows up at his apartment with a friend who has a bullet in his stomach."
Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Comedy Crime Drama,madea goes to jail,Vanessa Ferlito Keshia Knight Pulliam Derek Luke Tyler Perry Comedy Crime Drama,"At long last, Madea returns to the big screen in TYLER PERRY'S MADEA GOES TO JAIL. This time America's favorite irreverent, pistol-packin' grandmomma is raising hell behind bars and lobbying for her freedom...Hallelujer!"
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,wolves,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action Horror,"A look at the great wolf debate with comments and views from people on both sides. It also contains footage of Natives dressing up &amp; doing tribal dances. The link between wolves, bison, and Native Americans; as well as white man's reasoning behind their determination to eliminate bison and wolves from the landscape."
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,wolves,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action Horror,"The coming-of-age story of Cayden Richards. Forced to hit the road after the murder of his parents, Cayden wanders lost without purpose... Until he meets a certifiable lunatic named Wild Joe who sets him on a path to the ominous town of Lupine Ridge to hunt down the truths of his history. But in the end| who's really hunting whom?"
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,wolves,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action Horror,"Anthony Keller, star of his NYC high school basketball team, is riding his way to Cornell on a sports scholarship. But he can only maintain his popular jock facade for so long, as his troubled father Lee has a gambling addiction that threatens to derail his dreams both on and off the court."
Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,Drama Music Musical Romance,step up 2: the streets,Cassie Ventura Mari Koda Luis Rosado Jon M. Chu Drama Music Musical Romance,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets."
Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,Action Animation Comedy Crime Family,hoodwinked!,Anne Hathaway Chazz Palminteri Jim Belushi Cory Edwards Action Animation Comedy Crime Family,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly."
Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Drama History War,hotel rwanda,Don Cheadle Sophie Okonedo Hakeem Kae-Kazim Terry George Drama History War,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives."
Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Action Crime Drama Thriller,hitman,Henry Ian Cusick Dougray Scott Ulrich Thomsen Xavier Gens Action Crime Drama Thriller,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue."
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Drama Family Music Musical,black nativity,Jennifer Hudson Mary J. Blige Vondie Curtis-Hall Kasi Lemmons Drama Family Music Musical,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey."
Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,Action Thriller,the prince,Bruce Willis 50 Cent Jessica Lowndes Brian A Miller Action Thriller,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,Crime Drama Thriller,city of ghosts,Kirk Fox Shawn Andrews Rob Campbell Matt Dillon Crime Drama Thriller,"A con man (Dillon) travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for"
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,Crime Drama Thriller,city of ghosts,Kirk Fox Shawn Andrews Rob Campbell Matt Dillon Crime Drama Thriller,"With unprecedented access, this documentary follows the extraordinary journey of “Raqqa is Being Slaughtered Silently”—a group of anonymous citizen journalists who banded together after their homeland was overtaken by ISIS—as they risk their lives to stand up against one of the greatest evils in the world today."
Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Fantasy Horror Thriller,the others,Fionnula Flanagan Elaine Cassidy Eric Sykes Alejandro Amenábar Fantasy Horror Thriller,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
